category,label,text,language
benign,safe,"Hey, are we still meeting for dinner at 4:15 PM?",en
investment_scam,scam,"Make INR 50,000 per month with simple data entry. Zero investment plan requires INR 250 registration. http://airtel-secure-login.xyz",en
upi_fraud,scam,Congratulations! You won Rs.100000 cashback on Google Pay. Click here and enter PIN to receive: http://secure.airtel-update-kyc.in,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.50000 via UPI.,en
benign,safe,OTP for login to your HDFC account is 777657. Do not share this with anyone.,en
phishing,scam,Your SBI internet banking access will be locked in 24 hrs. Verify your identity at http://tata-refund-processing.online,en
benign,safe,WiFi bill generated for March. Amount due Rs.500. Pay by 15th.,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay INR 10 activation fee via UPI: 6516944402@paytm,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 6663316157@ybl,en
phishing,scam,URGENT: Your Axis Bank account KYC has expired. Update immediately at http://www.reliance-refund-processing.online to avoid suspension.,en
upi_fraud,scam,"ALERT: Rs.25000 debited from your A/c. If not done by you, forward this SMS to +91-9024927714 to block transaction.",en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 7188320385@ybl to avoid double toll.",en
upi_fraud,scam,Your electricity bill of Rs.9999 is pending. Power will be disconnected at 9 PM. Pay via UPI: 9127419888@ybl,en
phishing,scam,Amazon Winner! You have been selected for a free gift worth Rs.100000. Claim: http://secure.jio-verify-account-info.com,en
benign,safe,"Salary of Rs.50000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
benign,safe,WiFi bill generated for March. Amount due Rs.500. Pay by 15th.,en
benign,safe,OTP for login to your HDFC account is 726633. Do not share this with anyone.,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
upi_fraud,scam,Congratulations! You won Rs.25000 cashback on Google Pay. Click here and enter PIN to receive: http://secure.reliance-refund-processing.online,en
benign,safe,WiFi bill generated for March. Amount due Rs.100. Pay by 15th.,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 4:15 PM. Please arrive 10 minutes early.,en
investment_scam,scam,Part-time job offer from Amazon. Earn up to Rs.3000/day. Message HR on WhatsApp: +91-9355049837,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://airtel-refund-processing.online to continue watching.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Punjab National Bank account. Link now: http://www.tata-official-portal.co",en
benign,safe,Meeting pushed to 4:15 PM. Please check the updated invite.,en
phishing,scam,Reliance Winner! You have been selected for a free gift worth Rs.25000. Claim: http://airtel-secure-login.xyz,en
upi_fraud,scam,Congratulations! You won Rs.100000 cashback on Google Pay. Click here and enter PIN to receive: http://secure.paytm-verify-account-info.com,en
benign,safe,Meeting pushed to 9:00 AM. Please check the updated invite.,en
upi_fraud,scam,"ALERT: Rs.10000 debited from your A/c. If not done by you, forward this SMS to +91-6739254581 to block transaction.",en
phishing,scam,Amazon Winner! You have been selected for a free gift worth Rs.100000. Claim: http://secure.airtel-update-kyc.in,en
phishing,scam,"Dear customer, your PAN card is not linked to your Canara Bank account. Link now: http://reliance-secure-login.xyz",en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 6130472053@oksbi,en
upi_fraud,scam,Congratulations! You won Rs.25000 cashback on Google Pay. Click here and enter PIN to receive: http://secure.jio-official-portal.co,en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://secure.reliance-secure-login.xyz,en
benign,safe,Happy Birthday! Have a wonderful year ahead. Let's catch up soon.,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
investment_scam,scam,"Make Rs.50,000 per month with simple data entry. Zero investment plan requires Rs.2000 registration. http://www.paytm-secure-login.xyz",en
phishing,scam,URGENT: Your Kotak account KYC has expired. Update immediately at http://flipkart-official-portal.co to avoid suspension.,en
phishing,scam,Your HDFC internet banking access will be locked in 24 hrs. Verify your identity at http://flipkart-update-kyc.in,en
phishing,scam,URGENT: Your Union Bank account KYC has expired. Update immediately at http://secure.jio-official-portal.co to avoid suspension.,en
benign,safe,Can you send me the presentation file before EOD?,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.9999 failed. Scan the QR code sent on your WhatsApp to process refund.",en
phishing,scam,Paytm Winner! You have been selected for a free gift worth Rs.49999. Claim: http://www.airtel-verify-account-info.com,en
investment_scam,scam,Binance VIP Trading Signals. 99% accuracy. Pay monthly fee of Rs.25000 for access.,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 6388722750@oksbi to avoid double toll.",en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://secure.tata-verify-account-info.com,en
investment_scam,scam,IPO Alert: Apply for Pre-IPO shares of Paytm. 500% returns expected in 3 months. Register: http://airtel-official-portal.co,en
phishing,scam,"Your WhatsApp account has been logged in from an unknown device. If this wasn't you, secure your account: http://jio-official-portal.co",en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-9658034424 to update.,en
investment_scam,scam,Multibagger Stock Tip: Buy 'XYZ Infra' target 500 (Current 40). Insider info! Subscribe to our premium channel INR 9999.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Union Bank account. Link now: http://paytm-claim-reward-now.net",en
benign,safe,Can you send me the presentation file before EOD?,en
phishing,scam,Your Bank of Baroda internet banking access will be locked in 24 hrs. Verify your identity at http://www.flipkart-official-portal.co,en
investment_scam,scam,IPO Alert: Apply for Pre-IPO shares of Airtel. 500% returns expected in 3 months. Register: http://flipkart-secure-login.xyz,en
benign,safe,REMINDER: DOCTOR APPOINTMENT SCHEDULED FOR TOMORROW AT 2:30 PM. PLEASE ARRIVE 10 MINUTES EARLY.,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
investment_scam,scam,Work from home opportunity! Earn INR 5000 daily by liking YouTube videos. Deposit INR 250 security fee.,en
investment_scam,scam,IPO Alert: Apply for Pre-IPO shares of Jio. 500% returns expected in 3 months. Register: http://secure.airtel-refund-processing.online,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 9787054918@okicici to avoid double toll.",en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 6038669395@okicici,en
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.1500 security fee.,en
phishing,scam,"Dear Yes Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://flipkart-update-kyc.in",en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
investment_scam,scam,You have been chosen for an exclusive Forex trading group. Deposit Rs.49999 and our AI will trade for you. http://flipkart-verify-account-info.com,en
phishing,scam,URGENT: Your Kotak account KYC has expired. Update immediately at http://secure.reliance-update-kyc.in to avoid suspension.,en
phishing,scam,"Your WhatsApp account has been logged in from an unknown device. If this wasn't you, secure your account: http://www.paytm-verify-account-info.com",en
phishing,scam,"DEAR YES BANK CUSTOMER, 15,000 REWARD POINTS ARE EXPIRING TODAY. REDEEM FOR CASH AT HTTP://WWW.PAYTM-REFUND-PROCESSING.ONLINE",en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 8777035308@ybl,en
benign,safe,"Salary of Rs.25000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
upi_fraud,scam,"ALERT: Rs.9999 debited from your A/c. If not done by you, forward this SMS to +91-8176361476 to block transaction.",en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-9770041767 to update.,en
benign,safe,Meeting pushed to 7:45 PM. Please check the updated invite.,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.50000 online using http://reliance-update-kyc.in and get 10% cashback.",en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
benign,safe,Meeting pushed to 9:00 AM. Please check the updated invite.,en
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.999 security fee.,en
investment_scam,scam,Earn Guaranteed 30% monthly returns! Invest Rs.49999 in crypto now. Join Telegram: http://secure.tata-refund-processing.online,en
phishing,scam,ACTION REQUIRED: COMPLETE YOUR CANARA BANK AADHAAR LINKING PROCESS TODAY VIA HTTP://JIO-OFFICIAL-PORTAL.CO,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://www.amazon-official-portal.co,en
investment_scam,scam,Part-time job offer from Amazon. Earn up to Rs.3000/day. Message HR on WhatsApp: +91-8077462506,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
benign,safe,"Salary of Rs.100000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.10000 online using http://www.amazon-verify-account-info.com and get 10% cashback.",en
benign,safe,WiFi bill generated for March. Amount due Rs.500. Pay by 15th.,en
phishing,scam,"Your Apple ID account has been logged in from an unknown device. If this wasn't you, secure your account: http://paytm-secure-login.xyz",en
benign,safe,Your Uber trip has ended. Total fare: Rs.2000.,en
benign,safe,Can you send me the presentation file before EOD?,en
phishing,scam,"Your Facebook account has been logged in from an unknown device. If this wasn't you, secure your account: http://secure.reliance-secure-login.xyz",en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.25000 online using http://tata-update-kyc.in and get 10% cashback.",en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
benign,safe,Happy Birthday! Have a wonderful year ahead. Let's catch up soon.,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 505175.,en
phishing,scam,Action Required: Complete your ICICI Aadhaar linking process today via http://www.tata-update-kyc.in,en
phishing,scam,Airtel Winner! You have been selected for a free gift worth Rs.100000. Claim: http://secure.airtel-secure-login.xyz,en
phishing,scam,YOUR NETFLIX SUBSCRIPTION HAS EXPIRED. RENEW IMMEDIATELY AT HTTP://SECURE.TATA-SECURE-LOGIN.XYZ TO CONTINUE WATCHING.,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://www.paytm-refund-processing.online,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 6982858882@okicici,en
phishing,scam,ACTION REQUIRED: COMPLETE YOUR KOTAK AADHAAR LINKING PROCESS TODAY VIA HTTP://SECURE.PAYTM-SECURE-LOGIN.XYZ,en
benign,safe,"Hey, are we still meeting for dinner at 5:00 PM?",en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 413498.,en
phishing,scam,URGENT: Your Canara Bank account KYC has expired. Update immediately at http://secure.reliance-official-portal.co to avoid suspension.,en
upi_fraud,scam,Aapke UPI par Rs.5000 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
benign,safe,"Salary of Rs.5000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
upi_fraud,scam,CONGRATULATIONS! YOU WON INR 25000 CASHBACK ON GOOGLE PAY. CLICK HERE AND ENTER PIN TO RECEIVE: HTTP://WWW.JIO-REFUND-PROCESSING.ONLINE,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
phishing,scam,URGENT: Your Punjab National Bank account KYC has expired. Update immediately at http://airtel-update-kyc.in to avoid suspension.,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.49999 failed. Scan the QR code sent on your WhatsApp to process refund.",en
benign,safe,WiFi bill generated for March. Amount due Rs.100. Pay by 15th.,en
upi_fraud,scam,You have received a payment of Rs.100000 on PhonePe. Enter your UPI pin to claim the amount.,en
benign,safe,Meeting pushed to 2:30 PM. Please check the updated invite.,en
